City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,sanming,26.2486,117.6186,75.04,94,16,1.9,CN,1696374144
362,torghay,49.6339,63.4981,50.86,40,15,4.92,KZ,1696374145
363,pushkinskiye gory,57.0209,28.9103,64.33,61,100,14.79,RU,1696374145
364,esil,51.9556,66.4042,48.42,55,56,6.82,KZ,1696374145
365,jalalaqsi,3.3766,45.5996,77.94,82,96,10.83,SO,1696374145
366,scottburgh,-30.2867,30.7532,67.17,91,3,12.68,ZA,1696374145
367,olyokminsk,60.3736,120.4264,22.98,92,63,3.0,RU,1696374146
368,vazante,-17.9869,-46.9078,77.18,68,30,2.37,BR,1696374146
369,veinticinco de mayo,-35.4323,-60.1727,53.98,97,100,6.64,AR,1696374146
370,nurota,40.5614,65.6886,60.4,29,1,4.74,UZ,1696374146
371,martapura,-3.4167,114.85,75.29,94,100,0.0,ID,1696374146
372,olinda,-8.0089,-34.8553,80.33,74,75,9.22,BR,1696373983
373,ploudalmezeau,48.5333,-4.65,53.85,100,75,3.44,FR,1696374147
374,badger,64.8,-147.5333,33.98,92,100,0.0,US,1696374147
375,darwin,-12.4611,130.8418,82.38,74,20,5.75,AU,1696374147
376,santa marta,11.2408,-74.199,83.89,76,75,17.27,CO,1696374147
377,zelenogorskiy,55.0333,87.0,36.34,89,13,1.16,RU,1696374148
378,fort mcmurray,56.7268,-111.381,58.59,54,100,9.22,CA,1696373848
379,kuraymah,18.55,31.85,92.59,10,0,8.48,SD,1696374148
380,nampa,43.5407,-116.5635,66.7,68,40,4.61,US,1696374148
381,aykhal,66.0,111.5,24.06,95,100,11.01,RU,1696374148
382,ilhabela,-23.7781,-45.3581,69.6,91,70,8.08,BR,1696374149
383,kailua-kona,19.6406,-155.9956,85.28,68,75,11.5,US,1696373914
384,dalianwan,39.0286,121.695,68.04,73,0,6.71,CN,1696374149
385,nabire,-3.3667,135.4833,80.24,76,79,3.94,ID,1696374150
386,tibanbang,6.6315,126.1055,81.61,79,18,4.07,PH,1696374150
387,waingapu,-9.6567,120.2641,78.76,79,6,3.44,ID,1696374150
388,nar'yan-mar,67.6713,53.087,39.11,78,100,21.0,RU,1696374150
389,guangyuan,32.442,105.823,63.03,91,100,4.99,CN,1696374151
390,umba,66.6871,34.3429,42.4,93,74,3.0,RU,1696374151
391,fuxin,42.0156,121.6589,53.94,26,30,8.75,CN,1696374151
392,omutinskiy,56.4745,67.6709,51.64,66,100,11.86,RU,1696374151
393,khorugh,37.4897,71.553,47.95,52,11,2.04,TJ,1696373901
394,kachug,53.9606,105.8817,41.05,88,100,3.0,RU,1696374152
395,borzna,51.2546,32.4269,53.58,55,48,11.88,UA,1696374152
396,mogocha,53.7333,119.7667,29.75,75,7,5.99,RU,1696374152
397,glace bay,46.1969,-59.957,63.05,82,75,6.91,CA,1696374148
398,karasburg,-28.0167,18.75,70.07,22,2,2.17,NA,1696374152
399,kargasok,59.0556,80.8572,43.97,96,88,5.01,RU,1696374153
400,bomadi,5.1593,5.9252,76.14,94,100,1.83,NG,1696374153
401,kununurra,-15.7667,128.7333,82.38,69,82,3.44,AU,1696374153
402,mount vernon,40.9126,-73.8371,77.63,74,5,3.0,US,1696374027
403,sanctuary point,-35.1114,150.629,70.99,46,100,10.71,AU,1696374153
404,sretensk,52.2453,117.7093,30.94,63,0,3.09,RU,1696374154
405,smithers,54.7804,-127.1743,48.52,87,100,3.44,CA,1696374154
406,emerald,-23.5333,148.1667,74.34,63,45,14.03,AU,1696374057
407,tateyama,34.9833,139.8667,69.1,77,97,11.81,JP,1696374154
408,thunder bay,48.4001,-89.3168,78.78,50,75,10.36,CA,1696374154
409,guerrero negro,27.9769,-114.0611,73.33,58,45,11.83,MX,1696373921
410,saint-philippe,-21.3585,55.7679,71.19,89,97,15.01,RE,1696374155
411,christchurch,-43.5333,172.6333,63.32,67,71,10.36,NZ,1696373860
412,akonolinga,3.7667,12.25,68.45,99,75,2.53,CM,1696374155
413,sonoita,31.85,-112.8333,85.55,19,0,9.04,MX,1696374155
414,fisterra,42.9049,-9.2629,65.01,82,27,17.4,ES,1696374155
415,sao gabriel da cachoeira,-0.1303,-67.0892,84.15,56,100,1.25,BR,1696374155
416,nadym,65.5333,72.5167,32.95,79,48,7.81,RU,1696374156
417,sungai raya,0.7,108.9,77.34,85,64,6.17,ID,1696374156
418,tirhanimine,35.2362,-3.9545,66.09,77,0,1.14,MA,1696374156
419,illizi,26.4833,8.4667,82.2,32,15,16.04,DZ,1696374072
420,mahdia,35.5047,11.0622,71.55,69,0,5.82,TN,1696374156
421,kingsford,-33.924,151.2275,79.77,52,0,19.57,AU,1696374157
422,san pedro pochutla,15.7333,-96.4667,80.31,72,94,6.02,MX,1696374157
423,la toma,-33.0526,-65.6238,46.67,89,92,12.12,AR,1696374157
424,russellville,35.2784,-93.1338,89.74,36,0,4.61,US,1696373914
425,ta`u,-14.2336,-169.5144,80.31,81,61,17.63,AS,1696374157
426,taroa,8.7058,171.2275,83.05,80,48,17.38,MH,1696374158
427,edmundston,47.3737,-68.3251,64.63,68,0,6.91,CA,1696374158
428,newman,37.3138,-121.0208,86.23,33,1,4.0,US,1696374158
429,tondano,1.3038,124.9112,69.89,64,21,2.51,ID,1696374158
430,la ronge,55.1001,-105.2842,52.05,76,100,9.22,CA,1696374158
431,undurkhaan,47.3194,110.6556,34.74,65,0,4.74,MN,1696374159
432,el calafate,-50.3408,-72.2768,44.44,80,17,8.61,AR,1696374159
433,san luis de la loma,17.2706,-100.8939,85.73,75,52,7.99,MX,1696374159
434,gao,16.6362,1.637,92.3,24,62,9.31,ML,1696374159
435,rio grande,-32.035,-52.0986,66.31,93,81,12.15,BR,1696374159
436,katima mulilo,-17.5,24.2667,71.83,35,100,6.15,NA,1696374160
437,al majaridah,19.1236,41.9111,86.74,36,0,2.93,SA,1696374160
438,belmonte,-15.8631,-38.8828,76.95,77,93,13.44,BR,1696374160
439,letterkenny,54.95,-7.7333,54.27,84,100,13.69,IE,1696374160
440,celestun,20.8667,-90.4,85.62,73,26,14.97,MX,1696374160
441,demopolis,32.5176,-87.8364,84.15,34,0,0.0,US,1696374003
442,les cayes,18.2,-73.75,83.43,75,59,3.15,HT,1696374161
443,igrim,63.1906,64.4162,45.01,75,100,7.0,RU,1696374161
444,marsa alam,25.0757,34.8918,81.84,56,0,20.36,EG,1696374161
445,carbonear,47.7332,-53.2148,59.41,89,93,6.11,CA,1696374161
446,ulanhot,46.0833,122.0833,46.36,39,41,21.83,CN,1696374161
447,mafra,-26.1114,-49.8053,66.15,93,80,3.09,BR,1696374161
448,vallenar,-28.5708,-70.7581,61.59,47,43,3.6,CL,1696374162
449,culfa,38.9558,45.6308,57.07,65,91,1.63,AZ,1696374162
450,tolanaro,-25.0319,46.9987,64.26,76,14,11.95,MG,1696374162
451,crane,31.3974,-102.3501,72.21,70,44,24.11,US,1696374162
452,fasa,28.9383,53.6482,70.84,24,0,6.91,IR,1696374163
453,northam,51.0333,-4.2167,57.65,87,69,13.67,GB,1696374163
454,gobabis,-22.45,18.9667,73.09,29,59,6.13,NA,1696374163
455,sosnovka,56.255,51.2842,44.82,92,36,4.0,RU,1696374163
456,bikenibeu village,1.3673,173.1241,85.96,74,40,6.91,KI,1696374163
457,nantucket,41.2835,-70.0995,66.25,88,0,10.36,US,1696374163
458,uliastay,47.7417,96.8444,32.74,44,1,5.37,MN,1696374164
459,kodinsk,58.6881,99.1844,44.44,93,100,8.1,RU,1696374164
460,korla,41.7597,86.1469,62.62,32,0,3.51,CN,1696374164
461,tyre,33.2733,35.1939,74.21,69,16,1.63,LB,1696374164
462,kirakira,-10.4544,161.9205,76.6,97,100,9.93,SB,1696374164
463,bure,10.7,37.0667,54.72,85,93,4.43,ET,1696374165
464,pontes e lacerda,-15.2261,-59.3353,94.48,31,75,9.17,BR,1696373892
465,hanzhong,33.0728,107.0303,61.23,95,100,2.17,CN,1696374165
466,puerto penasco,31.3167,-113.5333,83.3,34,0,14.05,MX,1696374165
467,poronaysk,49.2167,143.1167,47.28,82,14,3.27,RU,1696374165
468,puerto rico,-26.796,-55.024,71.69,98,60,4.61,AR,1696374165
469,valle nacional,17.7833,-96.3167,83.01,93,50,1.88,MX,1696374166
470,cerny most,50.1048,14.5797,59.38,77,75,21.85,CZ,1696374166
471,dambulla,7.86,80.6517,73.31,90,82,5.08,LK,1696374166
472,quinte west,44.1834,-77.5662,76.53,61,0,8.05,CA,1696374166
473,kendari,-3.945,122.4989,78.12,83,66,1.39,ID,1696374166
474,blenheim,-41.516,173.9528,64.53,43,33,4.0,NZ,1696373961
475,pasuquin,18.3328,120.6177,80.55,89,100,4.61,PH,1696374167
476,vila velha,-20.3297,-40.2925,72.95,92,100,6.91,BR,1696374042
477,taltal,-25.4,-70.4833,62.69,67,58,4.59,CL,1696374080
478,puerto maldonado,-12.6,-69.1833,84.6,74,0,3.44,PE,1696374038
479,antofagasta,-23.65,-70.4,61.88,82,20,13.87,CL,1696374013
480,makoua,0.0069,15.6333,75.0,89,97,3.18,CG,1696374168
481,guichon,-32.35,-57.2,61.36,84,100,7.72,UY,1696374168
482,togur,58.3631,82.8265,50.14,78,98,8.99,RU,1696374168
483,las veredas,23.1388,-109.7075,92.14,65,75,19.57,MX,1696374169
484,staryya darohi,53.0402,28.267,61.34,63,100,13.85,BY,1696374169
485,barbacoas,1.6715,-78.1398,76.28,92,98,3.11,CO,1696374169
486,solnechnyy,50.7214,136.6319,44.26,89,84,2.21,RU,1696374169
487,santo antonio do ica,-3.1022,-67.9397,86.65,43,92,2.1,BR,1696374169
488,el bayadh,33.6832,1.0193,66.85,45,0,2.3,DZ,1696374169
489,rinconada,19.35,-96.5167,87.26,64,77,4.7,MX,1696374170
490,tianshui,34.5439,105.6897,54.86,95,100,3.33,CN,1696374170
491,mugia,43.1041,-9.2179,65.16,84,12,20.98,ES,1696374170
492,mil'kovo,55.6078,37.7956,54.1,62,99,14.92,RU,1696374170
493,coquimbo,-29.9533,-71.3436,62.33,63,20,10.36,CL,1696374017
494,chudovo,59.1167,31.6833,59.22,89,100,15.01,RU,1696374171
495,barcelos,41.5388,-8.6151,73.92,74,61,2.95,PT,1696374171
496,tamanrasset,22.785,5.5228,75.11,38,40,4.61,DZ,1696374171
497,sena madureira,-9.0656,-68.6569,86.81,49,94,1.5,BR,1696374171
498,itamaraca,-7.7478,-34.8256,80.65,66,53,9.6,BR,1696374066
499,siraha,26.6541,86.2087,75.87,94,100,8.77,NP,1696374172
500,lerwick,60.1545,-1.1494,50.0,72,45,24.67,GB,1696374172
501,vernon,50.2581,-119.2691,71.29,47,27,2.3,CA,1696374172
502,banda aceh,5.5577,95.3222,79.43,81,100,4.68,ID,1696374172
503,hasaki,35.7333,140.8333,68.29,63,100,14.72,JP,1696374173
504,selfoss,63.9331,-20.9971,44.04,87,100,8.16,IS,1696374173
505,adrar,20.5022,-10.0711,92.48,16,88,8.39,MR,1696374173
506,luckenwalde,52.0833,13.1667,55.98,91,49,5.99,DE,1696374173
507,gwadar,25.1216,62.3254,82.45,69,4,9.78,PK,1696374135
508,jayapura,-2.5333,140.7,81.79,80,83,4.21,ID,1696374173
509,sao tome,0.3365,6.7273,79.12,85,86,6.35,ST,1696374173
510,nizhnesortymskiy,62.4397,71.7603,44.01,89,100,10.94,RU,1696374174
511,meung-sur-loire,47.8312,1.6958,53.11,85,0,4.61,FR,1696374174
512,san juan,-31.5375,-68.5364,58.62,55,46,19.37,AR,1696373891
513,belize city,17.4995,-88.1976,86.02,79,20,4.61,BZ,1696374174
514,los frentones,-26.4077,-61.4137,90.01,34,68,7.27,AR,1696374174
515,fada,9.5667,8.3,68.34,90,96,2.37,NG,1696374174
516,soio,-6.1349,12.3689,75.85,90,29,1.86,AO,1696374175
517,cape canaveral,28.4058,-80.6048,81.09,76,0,16.11,US,1696373986
518,betio village,1.358,172.9211,86.04,71,51,5.08,KI,1696374175
519,badiyah,22.45,58.8,78.87,44,1,2.13,OM,1696374175
520,howard springs,-12.497,131.047,82.31,62,58,3.76,AU,1696374175
521,tocopilla,-22.092,-70.1979,67.21,69,23,14.14,CL,1696374176
522,buinsk,54.95,48.2833,47.43,85,59,5.39,RU,1696374176
523,cooper's town,26.8667,-77.5167,81.0,68,5,12.46,BS,1696374176
524,charters towers,-20.1,146.2667,75.87,60,93,13.8,AU,1696374176
525,argo,37.6333,22.7333,62.78,64,0,3.2,GR,1696374176
526,barao de cocais,-19.9458,-43.4872,77.38,91,63,2.91,BR,1696374176
527,zhangjiakou,40.81,114.8794,50.97,57,35,7.31,CN,1696374177
528,marine corps base hawaii - mcbh,21.4453,-157.7513,86.05,72,3,3.0,US,1696374177
529,uricani,45.3373,23.1524,52.2,70,1,0.58,RO,1696374177
530,novyy urgal,51.0736,132.5642,40.98,78,100,3.24,RU,1696374177
531,valderice,38.0401,12.6151,68.29,66,6,4.03,IT,1696374177
532,nadi,-17.8,177.4167,75.2,69,75,6.91,FJ,1696374067
533,piton saint-leu,-21.2196,55.3151,69.87,88,100,10.36,RE,1696374178
534,viveiro,43.6623,-7.5934,67.23,85,85,17.74,ES,1696374178
535,mishkino,55.3389,63.9175,52.7,68,100,10.0,RU,1696374178
536,srivardhan,18.0333,73.0167,77.13,85,85,0.87,IN,1696374178
537,san jose de jachal,-30.2406,-68.7469,54.86,52,0,16.75,AR,1696374178
538,bouar,5.934,15.596,67.06,95,86,2.98,CF,1696374179
539,plettenberg bay,-34.0527,23.3716,60.73,90,79,8.39,ZA,1696374179
540,nizhnyaya tura,58.6293,59.8118,45.07,95,79,4.9,RU,1696374179
541,hovd,48.0056,91.6419,42.19,57,96,2.82,MN,1696374179
542,tingo maria,-9.2895,-76.0088,74.26,91,99,1.63,PE,1696374179
543,alice springs,-23.7,133.8833,62.15,19,0,14.97,AU,1696374180
544,portland,45.5234,-122.6762,70.95,75,100,3.0,US,1696374015
545,fabens,31.5023,-106.1586,90.57,26,8,7.43,US,1696374180
546,paradip garh,20.3167,86.6167,78.73,91,100,7.61,IN,1696374081
547,phek,25.6667,94.5,57.83,99,62,1.72,IN,1696374180
548,radomyshl,50.4961,29.2291,54.64,60,35,10.51,UA,1696374181
549,gebeit,21.0667,36.3167,77.52,56,0,5.93,SD,1696374181
550,yerofey pavlovich,53.9667,121.9667,29.14,75,57,3.96,RU,1696374181
551,camacupa,-12.0167,17.4833,69.93,37,68,3.06,AO,1696374181
552,kingscliff,-28.2667,153.5667,75.72,73,100,17.27,AU,1696374181
553,sao vicente,-23.9631,-46.3919,73.58,26,58,4.47,BR,1696374053
554,el granada,37.5027,-122.4694,86.81,62,20,13.8,US,1696374182
555,cidade velha,14.9167,-23.6167,79.27,83,0,4.61,CV,1696374182
556,brisas de zicatela,15.8369,-97.0419,86.52,54,75,5.75,MX,1696374182
557,trumann,35.6737,-90.5073,84.31,27,98,8.01,US,1696374182
558,alo,7.4178,6.7371,74.97,96,100,2.26,NG,1696374182
559,beauvais,49.4167,2.0,51.64,93,0,3.44,FR,1696374183
560,broken hill,-31.95,141.4333,50.61,71,100,21.88,AU,1696374152
561,gandino,45.8079,9.8965,66.43,89,36,4.56,IT,1696374183
562,shakhtersk,48.0625,38.5167,53.42,60,3,3.56,UA,1696374183
563,siwa oasis,29.2041,25.5195,76.48,49,97,7.54,EG,1696374183
564,rawson,-43.3002,-65.1023,52.59,52,11,8.84,AR,1696374184
565,al bawiti,28.3492,28.8659,72.3,41,71,9.19,EG,1696374184
